Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total,Código INDEC_x,Código INDEC_y
2021,3,Santiago Del Estero,115457,1.0,115458,,
2021,3,Tierra Del Fuego,49934,289.0,50223,,
2021,3,Tucumán,232447,25.0,232472,94.0,94.0
2022,3,Buenos Aires,4715469,6199.0,4721668,6.0,6.0
2022,3,Ciudad Autónoma de Buenos Aires,1545534,2145.0,1547679,2.0,
2022,3,Catamarca,70292,1.0,70293,10.0,10.0
2022,3,Chaco,144141,5.0,144146,22.0,22.0
2022,3,Chubut,164874,904.0,165778,26.0,26.0
2022,3,Córdoba,1038600,68.0,1038668,14.0,14.0
2022,3,Corrientes,144842,4.0,144846,18.0,18.0
2022,3,Entre Ríos,268937,22.0,268959,30.0,30.0
2022,3,Formosa,68537,1.0,68538,34.0,34.0
2022,3,Jujuy,118823,0.0,118823,38.0,38.0
2022,3,La Pampa,115921,171.0,116092,42.0,42.0
2022,3,La Rioja,86860,4.0,86864,46.0,46.0
2022,3,Mendoza,288746,777.0,289523,50.0,50.0
2022,3,Misiones,182157,0.0,182157,54.0,54.0
2022,3,Neuquén,162693,468.0,163161,58.0,58.0
2022,3,Río Negro,160010,548.0,160558,62.0,62.0
2022,3,Salta,204536,5.0,204541,66.0,66.0
2022,3,San Juan,103118,281.0,103399,70.0,70.0
2022,3,San Luis,121888,182.0,122070,74.0,74.0
2022,3,Santa Cruz,49312,198.0,49510,78.0,78.0
2022,3,Santa Fe,887700,110.0,887810,82.0,82.0
2022,3,Santiago Del Estero,119030,2.0,119032,,
2022,3,Tierra Del Fuego,53584,312.0,53896,,
2022,3,Tucumán,263087,30.0,263117,94.0,94.0
2023,3,Buenos Aires,4962337,5900.0,4968237,6.0,6.0
2023,3,Ciudad Autónoma de Buenos Aires,1465934,2050.0,1467984,2.0,
2023,3,Catamarca,74354,1.0,74355,10.0,10.0
2023,3,Chaco,142141,5.0,142146,22.0,22.0
2023,3,Chubut,167211,857.0,168068,26.0,26.0
2023,3,Córdoba,1069271,63.0,1069334,14.0,14.0
2023,3,Corrientes,159826,3.0,159829,18.0,18.0
2023,3,Entre Ríos,293273,20.0,293293,30.0,30.0
2023,3,Formosa,61314,0.0,61314,34.0,34.0
